,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
3511,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4004,C4004,class,GastricAdenocarcinoma,gastric adenocarcinoma,adenocarcinoma gastric neoplastic no process stad stomach,True
3512,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C2947,C2947,class,Chordoma,chordoma,chordoma malignant neoplastic no process,True
3513,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C80281,C80281,class,"Ebv-positiveDiffuseLargeB-cellLymphoma,NotOtherwiseSpecified","ebv-positive diffuse large b-cell lymphoma, not otherwise specified",age-related b-cell diffuse disorder dlbcl ebv ebv-associated ebv-positive elderly epstein-barr large lymphoma lymphoproliferative neoplastic no otherwise positive process senile specify virus virus-positive,True
3514,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9192,C9192,class,OvarianCarcinosarcoma,ovarian carcinosarcoma,carcinosarcoma malignant mesodermal mixed mmmt mullerian müllerian neoplasm neoplastic ovarian ovary process tumor,True
3515,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C71732,C71732,class,Triple-negativeBreastCarcinoma,triple-negative breast carcinoma,breast cancer carcinoma invasive neoplastic process triple-negative,True
3516,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8637,C8637,class,MetastaticSmallIntestinalCarcinoma,metastatic small intestinal carcinoma,bowel cancer carcinoma intestinal intestine metastatic neoplastic process small,True
3517,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C41022,C41022,class,NeoplasticPlasmaCellsPresentInBoneMarrow,neoplastic plasma cells present in bone marrow,bone cell laboratory marrow neoplastic plasma present result test,False
3518,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C18017,C18017,class,T-cellReceptorGene,t-cell receptor gene,gene genome receptor t-cell,False
3519,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40367,C40367,class,BreastAcinicCellCarcinoma,breast acinic cell carcinoma,acinic breast carcinoma cell neoplastic process,True
3520,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7977,C7977,class,PancreaticAcinarCellCarcinoma,pancreatic acinar cell carcinoma,acinar adenocarcinoma cancer carcinoma cell neoplastic pancreas pancreatic process,True
3521,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5596,C5596,class,ProstateAcinarAdenocarcinoma,prostate acinar adenocarcinoma,acinar adenocarcinoma neoplastic no process prostate prostatic type,True
3522,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5933,C5933,class,ParotidGlandAcinicCellCarcinoma,parotid gland acinic cell carcinoma,acinic carcinoma cell gland neoplastic parotid process,True
3523,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5934,C5934,class,SubmandibularGlandAcinicCellCarcinoma,submandibular gland acinic cell carcinoma,acinic carcinoma cell gland neoplastic process submandibular submaxillary,True
3524,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40202,C40202,class,CervicalMucinousAdenocarcinomadocervicalType,cervical mucinous adenocarcinomadocervical type,adenocarcinoma cervical endocervical mucinous neoplastic process type,True
3525,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6650,C6650,class,AmpullaOfVaterAdenocarcinoma,ampulla of vater adenocarcinoma,adenocarcinoma ampulla ampullary invasive neoplastic process region vater,True
3526,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5600,C5600,class,AnalAdenocarcinoma,anal adenocarcinoma,adenocarcinoma anal anus neoplastic process,True
3527,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5606,C5606,class,AnalMucinousAdenocarcinoma,anal mucinous adenocarcinoma,adenocarcinoma anal anus colloid colloidal mucinous neoplastic process,True
3528,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7793,C7793,class,RecurrentAnalCanalCarcinoma,recurrent anal canal carcinoma,anal canal cancer carcinoma neoplastic process recurrent,True
3529,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7477,C7477,class,AnalCanalPagetDisease,anal canal paget disease,anal canal disease neoplastic paget process,True
3530,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C43558,C43558,class,AppendixMucinousAdenocarcinoma,appendix mucinous adenocarcinoma,adenocarcinoma appendix mucinous neoplastic process,True
3531,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3771,C3771,class,BreastLobularCarcinoma,breast lobular carcinoma,adenocarcinoma breast carcinoma lobular neoplastic process,True
3532,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4194,C4194,class,InvasiveBreastCarcinomaOfNoSpecialType,invasive breast carcinoma of no special type,adenocarcinoma breast carcinoma ductal ibc infiltrate invasive neoplastic no nst otherwise process special specific specify type,True
3533,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C47857,C47857,class,BreastPagetDisease,breast paget disease,breast disease mammary neoplastic paget process,True
3534,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4033,C4033,class,ClearCellRenalCellCarcinoma,clear cell renal cell carcinoma,adenocarcinoma cancer carcinoma ccrcc cell clear conventional grawitz hypernephroid hypernephroma kidney neoplastic process rcc renal tumor,True
3535,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7825,C7825,class,RecurrentRenalCellCarcinoma,recurrent renal cell carcinoma,cancer carcinoma cell neoplastic process recurrent relapse renal,True
3536,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4146,C4146,class,ChromophobeRenalCellCarcinoma,chromophobe renal cell carcinoma,adenocarcinoma cancer carcinoma cell chromophobe kidney neoplastic process renal type,True
3537,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5904,C5904,class,SalivaryDuctCarcinoma,salivary duct carcinoma,carcinoma duct grade high neoplastic process salivary,True
3538,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7926,C7926,class,RecurrentSalivaryGlandCarcinoma,recurrent salivary gland carcinoma,cancer carcinoma gland neoplastic process recurrent relapse relapsed salivary,True
3539,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5948,C5948,class,MinorSalivaryGlandAdenocarcinoma,minor salivary gland adenocarcinoma,adenocarcinoma gland minor neoplastic process salivary,True
3540,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7700,C7700,class,OvarianAdenocarcinoma,ovarian adenocarcinoma,adenocarcinoma neoplastic ovarian ovary process,True
3541,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5243,C5243,class,OvarianMucinousAdenocarcinoma,ovarian mucinous adenocarcinoma,adenocarcinoma carcinoma mucinous neoplastic ovarian ovary process,True
3542,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5228,C5228,class,OvarianCystadenocarcinoma,ovarian cystadenocarcinoma,cystadenocarcinoma neoplastic ovarian ovary process,True
3543,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40078,C40078,class,OvarianClearCellAdenocarcinoma,ovarian clear cell adenocarcinoma,adenocarcinoma cell clear neoplastic ovarian process,True
3544,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3874,C3874,class,PancreaticCystadenocarcinoma,pancreatic cystadenocarcinoma,cystadenocarcinoma neoplastic pancreas pancreatic process,True
3545,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7908,C7908,class,RecurrentThyroidGlandCarcinoma,recurrent thyroid gland carcinoma,cancer carcinoma gland neoplastic process recurrent relapse relapsed thyroid,True
3546,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4489,C4489,class,SkinAngiosarcoma,skin angiosarcoma,angiosarcoma cutaneous hemangiosarcoma neoplastic process skin,True
3547,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6791,C6791,class,ParotidGlandCarcinoma,parotid gland carcinoma,cancer carcinoma gland neoplastic parotid process,True
3548,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8396,C8396,class,SubmandibularGlandCarcinoma,submandibular gland carcinoma,cancer carcinoma gland neoplastic process submandibular,True
3549,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5937,C5937,class,ParotidGlandAdenoidCysticCarcinoma,parotid gland adenoid cystic carcinoma,adenoid carcinoma cystic gland neoplastic parotid process,True
3550,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5974,C5974,class,ParotidGlandCarcinomaExPleomorphicAdenoma,parotid gland carcinoma ex pleomorphic adenoma,adenoma carcinoma ex gland neoplastic parotid pleomorphic process,True
3551,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5938,C5938,class,ParotidGlandMucoepidermoidCarcinoma,parotid gland mucoepidermoid carcinoma,carcinoma gland mucoepidermoid neoplastic parotid process,True
3552,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5939,C5939,class,SubmandibularGlandMucoepidermoidCarcinoma,submandibular gland mucoepidermoid carcinoma,carcinoma gland mucoepidermoid neoplastic process submandibular,True
3553,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5977,C5977,class,SubmandibularGlandCarcinomaExPleomorphicAdenoma,submandibular gland carcinoma ex pleomorphic adenoma,adenoma carcinoma ex gland neoplastic pleomorphic process submandibular submaxillary,True
3554,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5935,C5935,class,SubmandibularGlandAdenoidCysticCarcinoma,submandibular gland adenoid cystic carcinoma,adenoid carcinoma cystic gland neoplastic process submandibular,True
3555,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5942,C5942,class,ParotidGlandSquamousCellCarcinoma,parotid gland squamous cell carcinoma,carcinoma cell gland neoplastic parotid process squamous,True
3556,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5943,C5943,class,SubmandibularGlandSquamousCellCarcinoma,submandibular gland squamous cell carcinoma,carcinoma cell gland neoplastic process squamous submandibular,True
3557,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5947,C5947,class,SubmandibularGlandUndifferentiatedCarcinoma,submandibular gland undifferentiated carcinoma,anaplastic carcinoma gland neoplastic process submandibular undifferentiated,True
3558,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5946,C5946,class,ParotidGlandUndifferentiatedCarcinoma,parotid gland undifferentiated carcinoma,anaplastic carcinoma gland neoplastic parotid process undifferentiated,True
3559,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40089,C40089,class,MalignantOvarianTransitionalCellTumor,malignant ovarian transitional cell tumor,cell malignant neoplasm neoplastic ovarian process transitional tumor,True
3560,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4270,C4270,class,MalignantOvarianBrennerTumor,malignant ovarian brenner tumor,brenner malignant neoplastic ovarian ovary process tumor,True
3561,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5240,C5240,class,OvarianTransitionalCellCarcinoma,ovarian transitional cell carcinoma,cancer carcinoma cell neoplastic ovarian ovary process transitional,True
3562,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C71702,C71702,class,RefractoryBrainNeoplasm,refractory brain neoplasm,brain neoplasm neoplastic process refractory tumor,True
3563,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9264,C9264,class,RecurrentHepatocellularCarcinoma,recurrent hepatocellular carcinoma,cancer carcinoma cell hepatocellular hepatoma liver neoplastic process recurrent relapse,True
3564,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4086,C4086,class,Dysplasia,dysplasia,dyscrasia dysplasia dysplastic find,False
3565,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36219,C36219,class,MyeloblastsUnder10PercentOfBoneMarrowNucleatedCells,myeloblasts under10 percent of bone marrow nucleated cells,bone cell laboratory less marrow myeloblast nucleate percent result test,False
3566,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36920,C36920,class,NeoplasticCorticotrophCell,neoplastic corticotroph cell,cell corticotroph neoplastic,False
3567,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7462,C7462,class,CorticotrophAdenoma,corticotroph adenoma,acth acth-producing acth-secreting acthoma adenoma adrenocorticotropin corticotroph corticotropic corticotropin corticotropinoma gland neoplastic pituitary process produce secrete,True
3568,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4525,C4525,class,KidneySarcoma,kidney sarcoma,kidney neoplastic process renal sarcoma,True
3569,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9237,C9237,class,RecurrentGastricCarcinoma,recurrent gastric carcinoma,cancer carcinoma gastric neoplastic process recurrent stomach,True
3570,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C27633,C27633,class,Transplant-relatedCarcinoma,transplant-related carcinoma,carcinoma neoplastic process transplant-related,True
3571,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C2929,C2929,class,SquamousCellCarcinoma,squamous cell carcinoma,cancer carcinoma cell conventional epidermoid epithelioma malignant neoplasm neoplastic no otherwise process specify squamous tumor,True
3572,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C16150,C16150,class,EstrogenReceptorStatus,estrogen receptor status,alpha er er-alpha era esr esr1 esra estrogen estrr group laboratory member nr3a1 nuclear receptor result status subfamily test,False
3573,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C15493,C15493,class,EstrogenReceptorNegative,estrogen receptor negative,alpha er er- er-alpha era esr esr1 esra estrogen estrr group laboratory member negative nr3a1 nuclear receptor result subfamily test,False
3574,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C16149,C16149,class,ProgesteroneReceptorStatus,progesterone receptor status,laboratory pgr progesterone receptor result status test,False
3575,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C15497,C15497,class,ProgesteroneReceptorNegative,progesterone receptor negative,laboratory negative pgr pr pr- progesterone receptor result test,False
3576,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C36438,C36438,class,ChromosomalGain,chromosomal gain,cell chromosomal dysfunction gain molecular,False
3577,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C45921,C45921,class,AnteriorPituitaryGlandNeoplasm,anterior pituitary gland neoplasm,anterior gland lobe neoplasm neoplastic pituitary process,True
3578,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4769,C4769,class,MalignantPituitaryGlandNeoplasm,malignant pituitary gland neoplasm,gland malignant neoplasm neoplastic pituitary process tumor,True
3579,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C53276,C53276,class,SkinOfTheExtremity,skin of the extremity,anatomical extremity limb skin structure,False
3580,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9097,C9097,class,RecurrentCutaneousMelanoma,recurrent cutaneous melanoma,cutaneous malignant melanoma neoplastic process recurrent skin,True
3581,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C33816,C33816,class,Trunk,trunk,anatomical structure torso trunk,False
3582,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7626,C7626,class,RecurrentPancreaticCarcinoma,recurrent pancreatic carcinoma,cancer carcinoma neoplastic pancreas pancreatic process recurrent relapse relapsed,True
3583,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8294,C8294,class,PancreaticAdenocarcinoma,pancreatic adenocarcinoma,adenocarcinoma neoplastic pancreas pancreatic process,True
3584,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C42084,C42084,class,NeoplasticMatureGanglionCell,neoplastic mature ganglion cell,cell ganglion mature neoplastic,False
3585,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C84533,C84533,class,Acromegaly,acromegaly,acromegaly disease syndrome,False
3586,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C42092,C42092,class,NeoplasticRoundNeuroepithelialCell,neoplastic round neuroepithelial cell,cell neoplastic neuroepithelial round,False
3587,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4944,C4944,class,SellarRegionNeoplasm,sellar region neoplasm,neoplasm neoplastic process region sella sellar tumor turcica,True
3588,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3330,C3330,class,PituitaryGlandNeoplasm,pituitary gland neoplasm,gland neoplasm neoplastic pituitary process tumor,True
3589,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5466,C5466,class,CentralNervousSystemParaganglioma,central nervous system paraganglioma,central cns neoplastic nervous paraganglioma process system,True
3590,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7157,C7157,class,PosteriorPituitaryGlandNeoplasm,posterior pituitary gland neoplasm,gland neoplasm neoplastic neurohypophysis pituitary posterior process tumor,True
3591,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5272,C5272,class,SkullBaseMeningioma,skull base meningioma,base meningioma neoplastic process skull,True
3592,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5453,C5453,class,SkullBaseChordoma,skull base chordoma,base chordoma neoplastic process skull,True
3593,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6902,C6902,class,ChondroidChordoma,chondroid chordoma,chondroid chordoma neoplastic process,True
3594,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C48876,C48876,class,DedifferentiatedChordoma,dedifferentiated chordoma,chordoma dedifferentiate neoplastic process sarcomatoid,True
3595,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4660,C4660,class,MeningealSolitaryFibrousTumor/hemangiopericytoma,meningeal solitary fibrous tumor/hemangiopericytoma,fibrous hemangiopericytoma meningeal meninges neoplastic process solitary tumor,True
3596,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C3375,C3375,class,SkullNeoplasm,skull neoplasm,neoplasm neoplastic process skull tumor,True
3597,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C4676,C4676,class,SkullBaseNeoplasm,skull base neoplasm,base neoplasm neoplastic process skull tumor,True
3598,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5114,C5114,class,MalignantIntracranialNeoplasm,malignant intracranial neoplasm,cancer intracranial malignant neoplasm neoplastic process tumor,True
3599,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5430,C5430,class,IntracranialGerminoma,intracranial germinoma,germinoma intracranial neoplastic process,True
3600,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C42602,C42602,class,SuprasellarRegion,suprasellar region,anatomical region structure suprasellar,False
3601,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5403,C5403,class,MalignantIntracranialGermCellTumor,malignant intracranial germ cell tumor,cell germ intracranial malignant neoplasm neoplastic process tumor,True
3602,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7011,C7011,class,CentralNervousSystemYolkSacTumor,central nervous system yolk sac tumor,central cns neoplastic nervous process sac system tumor yolk,True
3603,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7010,C7010,class,CentralNervousSystemEmbryonalCarcinoma,central nervous system embryonal carcinoma,carcinoma central cns embryonal neoplastic nervous process system,True
3604,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7012,C7012,class,CentralNervousSystemChoriocarcinoma,central nervous system choriocarcinoma,central choriocarcinoma cns neoplastic nervous process system,True
3605,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C5441,C5441,class,CentralNervousSystemTeratoma,central nervous system teratoma,central cns neoplastic nervous process system teratoma,True
3606,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7013,C7013,class,CentralNervousSystemMatureTeratoma,central nervous system mature teratoma,central cns mature neoplastic nervous process system teratoma,True
3607,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7014,C7014,class,CentralNervousSystemImmatureTeratoma,central nervous system immature teratoma,central cns immature neoplastic nervous process system teratoma,True
3608,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7015,C7015,class,CentralNervousSystemTeratomaWithMalignantTransformation,central nervous system teratoma with malignant transformation,central cns malignant neoplastic nervous process system teratoma transformation,True
3609,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7016,C7016,class,CentralNervousSystemMixedGermCellTumor,central nervous system mixed germ cell tumor,cell central cns germ mixed neoplasm neoplasms neoplastic nervous process system tumor,True
3610,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8028,C8028,class,EndometrialClearCellAdenocarcinoma,endometrial clear cell adenocarcinoma,adenocarcinoma carcinoma cell clear endometrial endometrium neoplastic process,True
3611,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C40156,C40156,class,EndometrialUndifferentiatedCarcinoma,endometrial undifferentiated carcinoma,carcinoma endometrial neoplastic process undifferentiated,True
3612,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9180,C9180,class,UterineCorpusCarcinosarcoma,uterine corpus carcinosarcoma,body carcinosarcoma corpus malignant mesodermal mixed mullerian müllerian neoplasm neoplastic process sarcoma tumor uteri uterine uterus,True
